CryptoPunkId,ETH,Price
1506,19.99,27969.99931
3672,30,41970.00122
7977,39,54560.00137
4607,25,34979.99954
2050,15.33,21450.00076
2435,25.99,36360.00061
1508,30,41970.00122
339,50,69949.99695
2141,14.49,20270.00046
8305,46,64349.99847
8451,14.4,20149.99962
1480,14,19590.00015
4116,15,20989.99977
1280,13.25,18540.00092
1944,19.44,27200.00076
8491,19,26579.99992
471,14.99,20969.99931
8033,25,34979.99954
6583,26.5,37069.99969
3347,31.5,44069.99969
9671,22,30780.00069
8401,20,27979.99954
8796,24.4,34139.99939
1176,15,20989.99977
8847,70,97930.00031
3709,18,25180.00031
7715,23,32180.00031
6012,19,26579.99992
1072,15,20989.99977
9652,29,40569.99969
4153,23,32180.00031
7278,15.45,21610.00061
9663,25,34979.99954
5350,34.5,48270.00046
3612,13.89,19430.00031
3316,17,23780.00069
8430,15,20989.99977
8941,15,20989.99977
1978,16,22379.99916
6978,24,33580.00183
8988,15,20989.99977
2381,19.5,27280.00069
4222,60,83940.00244
6601,15,20989.99977
9316,50,69949.99695
1890,9.9,13850.00038
5370,18.4,25739.99977
1587,24,33580.00183
2921,12.85,17979.99954
5679,33,46169.99817
5826,13.99,19569.99969
7226,15,20989.99977
3109,13.99,19569.99969
2326,15,20989.99977
7625,16.6,23219.99931
9312,13.99,19569.99969
6660,14,19590.00015
9641,39.41,55130.00107
6387,8.5,11890.00034
4145,12.75,17840.00015
7481,11,15390.00034
7959,12.5,17489.99977
1404,10,13989.99977
1350,10,13989.99977
1469,9.99,13979.99954
3521,9.9,13850.00038
8703,9.88,13819.99969
4433,9.88,13819.99969
2970,9.72,13600.00038
2205,9.8,13710.00004
3258,13.55,18959.99908
5080,15,20989.99977
8358,9.88,13819.99969
2112,29,40569.99969
8262,9.75,13640.00034
4867,9.8,13710.00004
2557,9.69,13560.00042
6366,9.5,13289.99996
5354,9.48,13260.00023
6452,9.98,13960.00004
4181,18,25180.00031
9505,9.5,13289.99996
9543,12.99,18170.00008
8644,9.5,13289.99996
7708,13.5,18889.99939
7609,11,15390.00034
4228,20,27979.99954
9187,9.49,13279.99973
6291,9.99,13979.99954
7837,9.3,13010.00023
6257,9.5,13289.99996
7069,9.5,13289.99996
8885,9,12609.99966
7750,19.25,26930.00031
6803,9.99,13979.99954
4079,9.75,13640.00034
5674,9.5,13289.99996
6956,8.5,11890.00034
2481,9.29,13000
8591,9.25,12939.99958
8547,11,15390.00034
5313,20,27979.99954
6034,15,20989.99977
4508,20,27979.99954
6069,8.55,11960.00004
9690,8.4,11750
2457,8.2,11470.00027
4647,31,43369.99893
5392,8.99,12579.99992
3728,9.99,13979.99954
9768,8.65,12100.00038
1690,9.5,13289.99996
7005,8.5,11890.00034
8431,28.95,40500
772,24,33580.00183
4526,35,48970.00122
4034,19.9,27840.00015
8907,23.95,33509.99832
5518,17,23780.00069
6751,15.4,21540.00092
5131,9.85,13779.99973
5614,9.85,13779.99973
9354,18,25180.00031
5514,14.6,20430.00031
6058,9,12590.00015
9871,14,19590.00015
7391,14,19590.00015
3326,9.5,13289.99996
4294,18.05,25250
4796,8.5,11890.00034
2128,8.75,12239.99977
3276,12,16790.00092
2037,9.6,13430.00031
9307,8.99,12579.99992
5090,8.45,11819.99969
6861,20,27979.99954
1651,78,109120.0027
3561,8.6,12029.99973
9686,10.44,14609.99966
1299,8.9,12449.99981
5058,8.7,12170.00008
7477,10,13989.99977
7955,9.6,13430.00031
1814,8.75,12239.99977
3757,50,69949.99695
1777,14.5,20290.00092
2068,15.5,21680.00031
7828,35,48970.00122
7592,21,29379.99916
3707,35,48970.00122
8151,9.49,13279.99973
9407,9.6,13430.00031
4994,8.3,11609.99966
9090,9.5,13289.99996
7335,8.1,11329.99992
2738,8,11189.99958
9220,14.4,20149.99962
3379,9.4,13149.99962
3280,19,26579.99992
2781,27,37770.00046
2906,8.95,12520.00046
7774,8.7,12170.00008
3085,15,20989.99977
5965,7.99,11180.00031
6391,10.49,14680.00031
7349,8.1,11329.99992
1030,9.49,13279.99973
4592,8.5,11890.00034
5444,29,40569.99969
4053,8.5,11890.00034
4803,12,16790.00092
8082,19.5,27280.00069
7693,9.5,13289.99996
9126,8.8,12310.00042
6355,9.75,13640.00034
1516,9.8,13710.00004
6536,9.99,13979.99954
4252,8.1,11329.99992
3042,8.76,12260.00023
5404,8.09,11319.99969
4474,9.4,13149.99962
3576,8.1,11329.99992
5919,10.25,14340.00015
3366,13.5,18889.99939
5070,8.35,11680.00031
9160,71,99330.00183
1347,8.5,11890.00034
8926,10,13989.99977
5792,9.99,13979.99954
6617,26,36369.99893
6730,11,15390.00034
9564,8.99,12579.99992
3392,50.02,69980.00336
7986,35,48970.00122
6962,12,16790.00092
6508,8.75,12239.99977
3558,24,33580.00183
5201,9.55,13359.99966
3320,8.2,11470.00027
5762,5.62,7860.000134
8150,8.79,12300.00019
1613,8.1,11329.99992
2688,7.79,10899.99962
1901,8.1,11329.99992
8901,8.23,11510.00023
3102,19.9,27840.00015
9372,8.89,12439.99958
8504,9.75,13640.00034
2659,8.79,12300.00019
7521,15,20989.99977
2426,69,96529.99878
4590,37.5,52459.99908
9391,9.17,12829.99992
3780,9,12590.00015
7981,9.26,12949.99981
9263,8.39,11739.99977
7209,13.9,19450.00076
3737,9.37,13109.99966
3234,9.55,13359.99966
9158,8,11189.99958
2695,9.88,13819.99969
5924,8,11189.99958
9170,10,13989.99977
7073,10.99,15380.00011
8530,24,33580.00183
5074,9.5,13289.99996
2172,8.75,12239.99977
2915,9.89,13840.00015
5876,9,12590.00015
5283,9.5,13289.99996
3671,9.5,13289.99996
5725,25.99,36360.00061
9462,8.88,12420.00008
9304,8.9,12449.99981
9095,8.72,12199.99981
3654,8.88,12420.00008
4027,10.1,14130.00011
7094,9.9,13850.00038
3334,10.08,14100.00038
4661,9.44,13210.00004
5626,14.99,20969.99931
9076,8.5,11890.00034
9274,9.5,13289.99996
7514,15,20989.99977
9178,10.5,14689.99958
2986,8.88,12420.00008
1379,9.8,13710.00004
2502,32,44770.00046
5346,10.25,14340.00015
2850,9.25,12939.99958
6167,8.75,12239.99977
9271,9.55,13359.99966
6614,8.5,11890.00034
7407,75,104930.0003
1334,8.75,12239.99977
4297,8.2,11470.00027
9865,26,36369.99893
1027,15,20989.99977
8006,18.89,26430.00031
8233,8.5,11890.00034
2333,14.75,20639.99939
4195,9,12590.00015
2790,8.8,12310.00042
7576,9.69,13560.00042
6595,8.9,12449.99981
1852,8.45,11819.99969
3133,9.49,13279.99973
8273,9.1,12729.99954
7870,8.5,11890.00034
5220,8.75,12239.99977
1769,8,11189.99958
3498,9,12590.00015
7293,9,12590.00015
2188,8,11189.99958
4383,20,27979.99954
9322,8.88,12420.00008
6512,8.5,11890.00034
9356,10.5,14689.99958
4194,10,13989.99977
3941,8.66,12119.99989
1086,26,36369.99893
1966,8.99,12579.99992
9922,8.88,12420.00008
4278,13.12,18360.00061
5961,8.45,11819.99969
8436,8.2,11470.00027
4083,9,12590.00015
7946,32,44770.00046
8103,11.5,16090.00015
8062,8.5,11890.00034
6946,8.94,12510.00023
2979,7.99,11180.00031
4327,9,12590.00015
9218,8.31,11630.00011
7258,21,29379.99916
8658,24.99,34959.99908
3413,9.1,12729.99954
6573,9.49,13279.99973
9142,8,11189.99958
9550,24,33580.00183
1649,12.49,17469.99931
2366,8.88,12420.00008
7107,8.4,11750
8014,9.8,13710.00004
5827,18.5,25879.99916
5752,7.69,10760.00023
8028,10,13989.99977
2122,10,13989.99977
5881,9.8,13710.00004
5266,10,13989.99977
8861,9.47,13250
3736,7.75,10840.00015
2652,8.1,11329.99992
6837,8.75,12239.99977
2744,7.69,10760.00023
2094,8,11189.99958
1756,9.5,13289.99996
5875,7.8,10909.99985
1791,8,11210.00004
1369,8.1,11329.99992
6142,10.25,14340.00015
5428,8.98,12560.00042
9970,9.75,13640.00034
8212,7.8,10909.99985
9708,9,12590.00015
5603,7.5,10489.99977
7754,7.3,10210.00004
5604,8.5,11890.00034
2773,9,12590.00015
8227,8.88,12420.00008
1921,7.99,11180.00031
8242,8.5,11890.00034
3763,29,40569.99969
1951,11,15390.00034
6808,9,12590.00015
8575,9.5,13289.99996
2609,9.5,13289.99996
7136,9.69,13560.00042
1389,16.99,23770.00046
2363,8.44,11810.00042
7757,9.86,13800.00019
6052,7.5,10489.99977
5559,8,11189.99958
9707,18.5,25879.99916
2904,33.69,47130.00107
7636,8.49,11880.00011
5033,8,11189.99958
9841,7.81,10930.00031
5721,27.58,38580.00183
7848,10,13989.99977
9449,8.45,11819.99969
9143,8,11189.99958
8153,9,12590.00015
9752,12.5,17489.99977
9884,9.25,12939.99958
4609,7.27,10170.00008
2947,7.75,10840.00015
6568,20,27979.99954
2911,11.5,16090.00015
4103,15,20989.99977
8705,9.25,12939.99958
2776,11.44,16000
9567,7.2,10069.99969
573,21,29379.99916
2153,7.25,10140.00034
5323,12.5,17489.99977
3577,7.1,9930.000305
4831,7.9,11050.00019
1394,7.8,10909.99985
6695,9.9,13850.00038
8682,7.77,10869.99989
7325,8.25,11539.99996
7325,8.25,11539.99996
6672,7.44,10409.99985
5903,7.2,10069.99969
5543,8.12,11359.99966
6205,7.9,11050.00019
2926,7.45,10420.00008
4274,8.1,11329.99992
4078,10,13989.99977
8740,6.95,9720.000267
8751,6.5,9090.000153
7263,7.5,10489.99977
8158,7.4,10350.00038
8892,6.35,8880.000114
8686,24.99,34959.99908
7752,8.99,12579.99992
7752,8.99,12579.99992
4059,7.05,9859.999657
7106,8.5,11890.00034
2291,7.14,9989.999771
7130,6.4,8949.999809
1589,7.25,10140.00034
4303,6.2,8670.000076
5028,6.42,8979.999542
8448,7,9789.999962
4214,18.5,25879.99916
2960,17,23780.00069
6124,6.99,9779.999733
4198,8.49,11880.00011
1824,7.8,10909.99985
6829,11,15390.00034
3155,8.14,11390.00034
3512,7.8,10909.99985
8015,8.3,11609.99966
3722,8.5,11890.00034
8653,6.56,9180.000305
7822,6.85,9579.999924
1533,6.3,8810.00042
5347,19,26579.99992
4455,7.84,10970.00027
6219,10,13989.99977
9010,10,13989.99977
1891,8.5,11890.00034
5695,11.11,15539.99996
8423,6.82,9539.999962
4161,7.9,11050.00019
3826,8.9,12449.99981
6230,7.39,10340.00015
5140,7.95,11119.99989
3972,6.12,8560.00042
4458,8.75,12239.99977
6507,6.05,8460.000038
819,14,19590.00015
3924,6.7,9369.999886
7178,6.1,8529.999733
8411,15,20989.99977
8944,8,11189.99958
8081,6.7,9369.999886
2628,10,13989.99977
3997,7.5,10489.99977
5488,7.5,10489.99977
5754,9,12590.00015
8215,6.25,8739.999771
1002,19.95,27909.99985
5973,6.75,9439.99958
6192,6.3,8810.00042
8475,5.98,8369.999886
6276,6,8390.000343
8970,5.94,8310.00042
4186,5.9,8250
2263,5.84,8170.000076
1035,8.25,11539.99996
3986,7.05,9859.999657
8745,12.87,18010.00023
1349,5.85,8180.000305
3419,7.9,11050.00019
8672,21,29379.99916
4326,6.66,9319.999695
9507,9.99,13979.99954
5915,9.5,13289.99996
3000,7.1,9930.000305
2417,6.99,9779.999733
4295,6.14,8590.000153
4041,20,27979.99954
3693,6.5,9090.000153
6546,8,11189.99958
9947,8.88,12420.00008
4084,7.84,10970.00027
1510,13.49,18870.00084
2887,20,27979.99954
8472,130,181869.9951
6784,130,181869.9951
3489,130,181869.9951
5629,9.3,13010.00023
9735,8.15,11399.99962
5075,9.09,12720.00027
6744,7.6,10630.00011
3249,7.5,10489.99977
7791,8.5,11890.00034
9145,19,26579.99992
7353,6.8,9510.000229
4550,7.45,10420.00008
1798,9,12590.00015
1667,7.8,10909.99985
4689,8,11189.99958
2739,6.75,9439.99958
4331,6.9,9649.999619
7992,9,12590.00015
1786,7,9789.999962
7132,5.5,7690.000057
3425,6.66,9319.999695
9326,9.75,13640.00034
5711,7,9789.999962
8315,8.9,12449.99981
6341,7.04,9859.999657
4312,6.6,9229.999542
9171,6.5,9090.000153
7251,6.5,9090.000153
3565,6.5,9090.000153
4261,7.85,10979.99954
1744,12,16790.00092
1566,13,18190.00053
3402,12,16790.00092
2222,14,19590.00015
5815,8,11189.99958
1196,12.5,17489.99977
2730,15,20989.99977
9216,9.99,13979.99954
2907,5.9,8250
3339,5.89,8239.999771
9726,6.99,9779.999733
2504,5,7000
628,12,16790.00092
7000,7.2,10069.99969
1123,16,22379.99916
4640,16,22379.99916
8929,27,37770.00046
1640,6.99,9779.999733
2430,7.8,10909.99985
1880,7.8,10909.99985
9627,8.45,11819.99969
9494,9.4,13149.99962
3455,7.79,10899.99962
5781,10,13989.99977
9306,8,11189.99958
6207,8,11189.99958
3640,6.4,8949.999809
3878,6.7,9369.999886
7593,9.5,13289.99996
9781,9,12590.00015
1044,7.9,11050.00019
8987,6,8390.000343
7763,25,34979.99954
994,11,15390.00034
7250,9.05,12659.99985
9821,5.81,8130.000114
638,20,27979.99954
4975,7,9789.999962
5287,7.89,11039.99996
9518,5.98,8369.999886
7808,6,8390.000343
4841,5.74,8029.999733
7844,15,20989.99977
8905,6.75,9439.99958
6834,9.99,13979.99954
9239,8.5,11890.00034
8777,6.25,8739.999771
4909,12,16790.00092
4108,5.98,8369.999886
1241,6,8390.000343
9249,6,8390.000343
3033,5.5,7690.000057
3683,5.5,7690.000057
7755,5.49,7679.999828
8508,5.49,7679.999828
2856,6.49,9079.999924
8510,8.5,11890.00034
4844,5.25,7340.000153
9997,99.99,139889.9994
7040,6.5,9090.000153
4202,6.49,9079.999924
7179,4.95,6929.999828
6134,4.99,6980.000019
7922,9.5,13289.99996
4082,22.82,31930.00031
6424,5.69,7960.000038
7846,97,135699.9969
1594,6,8390.000343
6297,215,300790.0085
7374,10.9,15250
7603,13.5,18889.99939
3915,5.5,7690.000057
8849,18,25180.00031
2984,8.25,11539.99996
7554,5.49,7679.999828
7554,5.49,7679.999828
3426,5.12,7159.999847
3056,6.5,9090.000153
916,15,20989.99977
6979,10,13989.99977
5985,7.8,10909.99985
5996,5.15,7199.999809
6545,4.9,6860.000134
4785,13.25,18540.00092
9194,13.5,18889.99939
7213,16.5,23079.99992
2190,45,62959.99908
7468,8.88,12420.00008
8394,8.5,11890.00034
2605,33,46169.99817
5708,14,19590.00015
9643,17,23780.00069
3332,8,11189.99958
7123,7.6,10630.00011
9028,19.99,27969.99931
9028,19.99,27969.99931
3095,5.99,8380.000114
4497,7,9789.999962
9405,10,13989.99977
6975,5.8,8109.999657
4444,24,33580.00183
7651,10.89,15239.99977
6196,7.5,10489.99977
4596,24.5,34279.99878
8520,14,19590.00015
195,16,22379.99916
6918,6,8390.000343
3111,16.4,22940.00053
3222,7.1,9930.000305
2654,9,12590.00015
1489,9.9,13850.00038
4313,11.25,15739.99977
1697,7.2,10069.99969
1253,20.69,28950.00076
9670,9,12590.00015
5639,12.35,17280.00069
6437,12.64,17680.00031
4484,5.5,7690.000057
1237,35,48970.00122
3221,6.99,9779.999733
9455,14,19590.00015
4684,5.85,8180.000305
3134,15.3,21399.99962
7306,8,11189.99958
1592,5.64,7889.999866
8608,8,11189.99958
8870,120,167880.0049
4130,9.55,13359.99966
6728,9.55,13359.99966
8900,16,22379.99916
5088,5.75,8039.999962
1378,5.48,7670.000076
4352,6.2,8670.000076
7409,5.75,8039.999962
3467,6.5,9090.000153
8247,6.8,9510.000229
9450,9,12590.00015
5169,17.69,24750
1010,18,25180.00031
